0.6589975349219392,0.4206896551724138,0.5,-0.013466157300522358,0.5752212389380531,0.58,0.375,-0.5,0
0.8496302382908792,0.17793103448275863,0.6666666666666666,0.09993733014007297,0.6548672566371682,0.6,0.4,-0.5,0
0.71569433032046,0.6041379310344828,0.5,-0.3027393910659465,0.504424778761062,0.49,0.225,-0.625,0
0.9005751848808545,0.23310344827586205,1.0,-0.269319507788734,0.5132743362831859,0.87,0.35,-0.5,0
0.8110106820049302,0.2413793103448276,0.6666666666666666,-0.012728622538161597,0.6460176991150443,0.64,0.225,-0.375,0
0.7888249794576828,0.24,0.6666666666666666,0.17254163665376573,0.584070796460177,0.73,0.375,-0.375,0
0.8512736236647493,0.2303448275862069,0.8333333333333334,0.0016998301867858123,0.504424778761062,0.81,0.425,-0.625,0
0.819227608874281,0.2372413793103448,0.6666666666666666,-0.16635962601512186,0.6017699115044248,0.55,0.375,-0.375,0
0.7444535743631882,0.4827586206896552,0.5,-0.11447331957505252,0.6283185840707964,0.55,0.275,-0.5,0
0.714872637633525,0.4772413793103448,0.5,0.2932724389291362,0.5929203539823009,0.63,0.425,-0.5,0
0.8463434675431388,0.49793103448275866,1.0,0.23918999298561627,0.4690265486725664,0.61,0.2,-0.375,1
0.7444535743631882,0.37655172413793103,0.5,0.16247463501714218,0.5663716814159292,0.84,0.225,-0.25,0
0.6557107641741988,0.34758620689655173,0.5,-0.2289351778006171,0.584070796460177,0.73,0.475,-0.25,0
0.6976170912078883,0.4937931034482758,0.5,-0.09665551793848318,0.6106194690265486,0.59,0.35,-0.625,0
0.7222678718159409,0.5544827586206897,0.5,0.09906600247937371,0.6283185840707964,0.55,0.375,-0.375,0
0.6992604765817584,0.5365517241379311,0.5,0.6264074491892058,0.48672566371681414,0.83,0.325,-0.5,0
0.8553820870994248,0.3724137931034483,1.0,0.31976175110567234,0.5221238938053098,0.87,0.375,-0.5,0
0.838126540673788,0.45517241379310347,1.0,0.11189115928261387,0.5309734513274337,0.78,0.425,-0.5,1
0.8085456039441249,0.24413793103448275,0.6666666666666666,-0.3327492551224239,0.5309734513274337,0.78,0.15,-0.5,0
0.7485620377978636,0.5544827586206897,0.5,0.4359451671564952,0.6460176991150443,0.57,0.325,-0.625,0
0.7797863599013969,0.32,0.5,0.26151867934685896,0.6106194690265486,0.63,0.325,-0.375,0
0.8036154478225144,0.48,0.8333333333333334,0.08948380676280661,0.5309734513274337,0.69,0.2,-0.5,0
0.8520953163516845,0.31310344827586206,1.0,0.013816774145961554,0.584070796460177,0.73,0.475,-0.25,0
0.7452752670501233,0.22620689655172413,0.6666666666666666,-0.06370734942267418,0.5752212389380531,0.76,0.35,-0.5,0
0.8627773212818406,0.33379310344827584,1.0,0.1355824905158018,0.5575221238938053,0.58,0.425,-0.5,0
0.8060805258833196,0.33379310344827584,0.8333333333333334,-0.18319712050727108,0.5486725663716814,0.67,0.275,-0.625,0
0.8019720624486442,0.5351724137931034,0.5,-0.0248120179278408,0.584070796460177,0.73,0.375,-0.375,0
0.9079704190632704,0.31448275862068964,1.0,0.32669179148776617,0.4690265486725664,0.61,0.2,-0.375,0
0.8003286770747741,0.4027586206896552,0.8333333333333334,-0.36566331660124174,0.6371681415929203,0.53,0.15,-0.375,1
0.7764995891536565,0.6317241379310344,0.5,-0.0025351746717126766,0.6106194690265486,0.63,0.375,-0.375,0
0.857025472473295,0.2220689655172414,0.8333333333333334,0.19371825721964508,0.5663716814159292,0.76,0.375,-0.5,0
0.6244864420706655,0.4124137931034483,0.5,-0.18971008123983404,0.6017699115044248,0.65,0.4,-0.375,0
0.8348397699260476,0.39172413793103444,1.0,0.011067246502094523,0.6371681415929203,0.55,0.225,-0.5,0
0.8069022185702547,0.3986206896551724,1.0,0.08059578472633483,0.584070796460177,0.73,0.375,-0.375,0
0.80936729663106,0.27586206896551724,0.8333333333333334,-0.20710750089965033,0.5663716814159292,0.64,0.35,-0.625,0
0.7847165160230074,0.6593103448275862,0.5,-0.2726435621423471,0.5929203539823009,0.59,0.0,0.0,0
